-5.23469	-0.00154287	
-5.23347	-0.000761555	
-5.23225	6.96636	
-5.23102	22.5444	
-5.2298	19.4997	
-5.22858	22.1164	
-5.22736	2.16887	
-5.22614	22.3762	
-5.22491	66.9414	
-5.22369	29.5501	
-5.22247	-4.24332	
-5.22125	64.9302	
-5.22002	30.7214	
-5.2188	29.7234	
-5.21758	70.8205	
-5.21636	28.2283	
-5.21514	31.8439	
-5.21391	8.20215	
-5.21269	6.69878	
-5.21147	20.1405	
-5.21025	16.0106	
-5.20902	17.214	
-5.2078	1.25811	
-5.20658	17.6175	
-5.20536	72.6757	
-5.20414	46.8593	
-5.20291	7.88198	
-5.20169	15.5096	
-5.20047	24.7656	
-5.19925	42.0256	
-5.19802	47.5131	
-5.1968	62.5536	
-5.19558	-3.51956	
-5.19436	-12.0673	
-5.19314	-11.1763	
-5.19191	1.35852	
-5.19069	3.41653	
-5.18947	15.6523	
-5.18825	-17.5698	
-5.18702	12.7131	
-5.1858	17.9716	
-5.18458	6.24778	
-5.18336	33.6821	
-5.18214	-1.1708	
-5.18091	-39.0915	
-5.17969	9.75382	
-5.17847	36.2986	
-5.17725	18.5894	
-5.17602	24.1285	
-5.1748	60.7102	
-5.17358	30.0722	
-5.17236	-24.0035	
-5.17114	26.6316	
-5.16991	73.7077	
-5.16869	-6.64768	
-5.16747	58.9053	
-5.16625	44.9583	
-5.16502	-2.47323	
-5.1638	11.8391	
-5.16258	5.7061	
-5.16136	-0.679362	
-5.16014	33.2682	
-5.15891	-6.27398	
-5.15769	-2.14637	
-5.15647	20.1842	
-5.15525	-30.4162	
-5.15402	-35.1484	
-5.1528	-9.49657	
-5.15158	-6.84086	
-5.15036	-19.8295	
-5.14913	-33.289	
-5.14791	31.3841	
-5.14669	-41.4197	
-5.14547	-37.3557	
-5.14425	-45.2965	
-5.14302	-27.1059	
-5.1418	40.3712	
-5.14058	18.5584	
-5.13936	-16.3356	
-5.13813	-5.05444	
-5.13691	33.4218	
-5.13569	16.18	
-5.13447	44.121	
-5.13325	21.8444	
-5.13202	3.92784	
-5.1308	-15.2923	
-5.12958	-40.7874	
-5.12836	-39.8067	
-5.12713	-40.5139	
-5.12591	-19.324	
-5.12469	-20.6888	
-5.12347	-14.6528	
-5.12225	-10.5582	
-5.12102	-43.4811	
-5.1198	34.1027	
-5.11858	33.2332	
-5.11736	-15.4966	
-5.11613	8.65483	
-5.11491	12.3804	
-5.11369	25.3698	
-5.11247	15.9485	
-5.11125	4.78812	
-5.11002	-21.5219	
-5.1088	20.3732	
-5.10758	-2.49996	
-5.10636	47.0027	
-5.10513	55.6751	
-5.10391	30.8034	
-5.10269	-13.6584	
-5.10147	-43.3695	
-5.10025	-20.2556	
-5.09902	-17.3553	
-5.0978	12.143	
-5.09658	37.4841	
-5.09536	29.8656	
-5.09413	-14.2825	
-5.09291	7.76873	
-5.09169	-0.347793	
-5.09047	-30.9797	
-5.08925	13.5557	
-5.08802	38.6663	
-5.0868	4.48865	
-5.08558	25.2047	
-5.08436	-2.2148	
-5.08313	-10.8047	
-5.08191	10.6718	
-5.08069	-2.68425	
-5.07947	-36.7176	
-5.07825	-83.9433	
-5.07702	-41.5495	
-5.0758	19.697	
-5.07458	3.90397	
-5.07336	-1.40006	
-5.07213	71.2973	
-5.07091	99.0168	
-5.06969	51.4352	
-5.06847	-43.3633	
-5.06725	-86.8963	
-5.06602	-33.0761	
-5.0648	-31.5062	
-5.06358	12.9211	
-5.06236	26.5338	
-5.06113	-12.5355	
-5.05991	18.6189	
-5.05869	-16.8473	
-5.05747	-32.8605	
-5.05625	-17.9243	
-5.05502	-30.0169	
-5.0538	4.04818	
-5.05258	-19.4449	
-5.05136	-9.81185	
-5.05013	24.1607	
-5.04891	36.6291	
-5.04769	29.3172	
-5.04647	10.5149	
-5.04524	-20.8214	
-5.04402	-28.8018	
-5.0428	-55.0532	
-5.04158	-30.705	
-5.04036	7.10115	
-5.03913	20.3224	
-5.03791	13.8304	
-5.03669	48.3266	
-5.03547	10.6233	
-5.03424	-0.00959784	
-5.03302	41.3975	
-5.0318	48.2932	
-5.03058	22.5945	
-5.02936	16.6829	
-5.02813	40.5577	
-5.02691	64.2322	
-5.02569	47.8717	
-5.02447	37.5088	
-5.02324	9.91667	
-5.02202	3.64104	
-5.0208	-18.5472	
-5.01958	-12.0042	
-5.01836	-11.5146	
-5.01713	-35.8387	
-5.01591	19.2252	
-5.01469	32.8099	
-5.01347	3.63661	
-5.01224	10.2795	
-5.01102	-10.1533	
-5.0098	-47.8057	
-5.00858	-23.9532	
-5.00736	-34.1889	
-5.00613	-10.272	
-5.00491	24.1717	
-5.00369	-9.5429	
-5.00247	-84.8466	
-5.00124	-19.7222	
-5.00002	-56.0947	
-4.9988	-70.4086	
-4.99758	-75.6705	
-4.99636	-67.2817	
-4.99513	-61.3307	
-4.99391	-3.86882	
-4.99269	-17.4101	
-4.99147	-67.5696	
-4.99024	-47.626	
-4.98902	15.8336	
-4.9878	13.6966	
-4.98658	27.6399	
-4.98536	2.13301	
-4.98413	-40.6269	
-4.98291	-14.9776	
-4.98169	-10.0533	
-4.98047	14.9333	
-4.97924	0.867834	
-4.97802	14.6531	
-4.9768	-14.0882	
-4.97558	-37.3665	
-4.97436	45.8725	
-4.97313	45.7877	
-4.97191	-17.4045	
-4.97069	40.1986	
-4.96947	72.8995	
-4.96824	18.9341	
-4.96702	6.37694	
-4.9658	9.98088	
-4.96458	-16.2224	
-4.96336	-38.6729	
-4.96213	-8.93883	
-4.96091	33.3625	
-4.95969	4.29457	
-4.95847	9.88828	
-4.95724	27.0093	
-4.95602	-31.5394	
-4.9548	-31.1364	
-4.95358	7.26713	
-4.95236	-0.697924	
