-5.23469	0.000387294	
-5.23347	0.000630528	
-5.23225	-0.000621728	
-5.23102	0.000130109	
-5.2298	6.25311e-05	
-5.22858	2.95228e-05	
-5.22736	7.0478e-05	
-5.22614	0.000146799	
-5.22491	-6.65231e-05	
-5.22369	2.55851e-05	
-5.22247	8.46609e-05	
-5.22125	-0.000192388	
-5.22002	8.12165e-05	
-5.2188	0.000204105	
-5.21758	0.000233597	
-5.21636	-0.000216786	
-5.21514	-3.3485e-05	
-5.21391	9.87038e-05	
-5.21269	6.62989e-05	
-5.21147	2.76672e-05	
-5.21025	-5.86139e-06	
-5.20902	1.37389e-05	
-5.2078	8.69561e-05	
-5.20658	0.000204382	
-5.20536	6.14208e-05	
-5.20414	-0.000146666	
-5.20291	5.44606e-05	
-5.20169	-3.83612e-05	
-5.20047	-2.70072e-05	
-5.19925	8.48084e-05	
-5.19802	0.000184061	
-5.1968	-0.000268644	
-5.19558	-8.13302e-05	
-5.19436	0.00015835	
-5.19314	12.6295	
-5.19191	-52.8329	
-5.19069	-32.4378	
-5.18947	35.2425	
-5.18825	50.4781	
-5.18702	36.3781	
-5.1858	31.4174	
-5.18458	5.26399	
-5.18336	17.309	
-5.18214	55.4435	
-5.18091	17.6993	
-5.17969	-1.34134	
-5.17847	-0.430146	
-5.17725	3.10536	
-5.17602	-9.27683	
-5.1748	10.4473	
-5.17358	-9.53178	
-5.17236	-12.6546	
-5.17114	-41.2972	
-5.16991	6.81406	
-5.16869	-37.8736	
-5.16747	-72.5857	
-5.16625	-6.6111	
-5.16502	8.11423	
-5.1638	29.9018	
-5.16258	-14.9197	
-5.16136	-61.6823	
-5.16014	-7.38374	
-5.15891	-12.7218	
-5.15769	2.17348	
-5.15647	34.0393	
-5.15525	10.3654	
-5.15402	-0.559009	
-5.1528	2.71043	
-5.15158	-7.53788	
-5.15036	17.1762	
-5.14913	31.8635	
-5.14791	-8.4909	
-5.14669	-12.5874	
-5.14547	1.30784	
-5.14425	16.5544	
-5.14302	54.4386	
-5.1418	12.1426	
-5.14058	46.9198	
-5.13936	5.35586	
-5.13813	-18.6929	
-5.13691	0.724675	
-5.13569	17.1279	
-5.13447	23.0536	
-5.13325	-16.3093	
-5.13202	-6.78944	
-5.1308	43.3123	
-5.12958	-11.6792	
-5.12836	-41.125	
-5.12713	-58.2107	
-5.12591	3.24463	
-5.12469	49.0533	
-5.12347	-41.6297	
-5.12225	-36.9952	
-5.12102	29.4327	
-5.1198	50.7271	
-5.11858	73.3609	
-5.11736	20.0702	
-5.11613	-7.76918	
